id	wolof	arabic	french_source	source_dataset	source_type
wo-ar-0175	Lan moo tax amuñu ñaar fukk ak juroomi bérébi fajukaay yu yees?	لماذا لا يوجد لدينا خمسة وعشرون مستشفى جديد؟	Pourquoi nous n'avons pas 25 hôpitaux neufs : parce que Macky Sall a mangé ces 500 milliards et laisse l'impérialisme manger ce qui aurait du servir à doter le Sénégal et l'Afrique de structures de santé, d'éducation, de sécurité.	mafand	Senegalese News (MAFAND)
wo-ar-0964	Pastef, moo ëpp wërsëg, niki bu sampoon ndëndam ci wotey njiitu réew yi ci réew yu booloo yi!	باستيف لديه فرصة أفضل مما لو ترشح لرئاسة الولايات المتحدة!	Pastef a plus de chance que s'il se presentait aux presidentiels des etats unis ,donc de la folie !	mafand	Senegalese News (MAFAND)
wo-ar-1043	Ndam li kenn waru cee tëb ak a dal,	لا يجب لأحد أن يققز فرحا بهذا الفوز،	Car si le score ne peut être considéré comme flatteur, tant les Sénégalais se sont montrés supérieurs aux Kényans, il ne reflète pas les difficultés rencontrées par les Lions de la Téranga qui encore une fois ont connu toutes les peines du monde pour concrétiser leurs occasions.	mafand	Senegalese News (MAFAND)
wo-ar-0490	Waa ju amee xaalis ni moom te yor beneen liggéey, di ñëw fii, di am benn poñ joŋante bu nekk ñu koy tàccu, loolu ñàkk a jox gëdd po mi la ak ñépp ñi ko jox seen dund gépp.	أن يأتي شخص لديه الكثير من المال ولديه مهنة أخرى إلى هنا، ويحرز نقطة في كل مباراة ثم يتم التصفيق له، فهذا قلة احترام للعبة ولكل من ضحى بحياته من أجلها.	Pour un gars qui a tant d’argent et qui a une autre carrière, venir ici, mettre un point par match et être quand même adulé, c’est un manque de respect pour le jeu et pour tous ceux qui ont sacrifié leur vie pour ça.	mafand	Senegalese News (MAFAND)
wo-ar-0693	Waaye dafa mel ni nguur gi nga xam ne moo ëmb lépp yégalu ko yaramam.	ولكن يبدو أن الحكومة التي تتحكم في كل شيء لم تلق له بالا.	Quant au débat libre et délibéré sur les réseaux sociaux, il a glissé allègrement du viol au mariage précoce avec là aussi, chez certains, une indignation communautaire qui peine à prendre l’ascenseur pour l’étage de la Nation, situé un cran au dessus, et chez d’autres, de sombres tentatives de donner raison à la jeune animatrice par des statistiques fétides qui, à défaut de renforcer la vérité des faits, établit la preuve de la haine de l’autre.	mafand	Senegalese News (MAFAND)
wo-ar-1241	ngir am ci xéewal yiy tukke ci màrse bi ñépp bokk.	لاغتنام الفرص القادمة من هذه السوق المشتركة.	Le nouvel entrant usera de ses dotations factorielles (pétrole qui représente 40% du PIB et de son capital humain riche de 196 millions d’habitants) pour saisir les opportunités qu’offre ce marché commun.	mafand	Senegalese News (MAFAND)
wo-ar-0478	Tolluwaayu baatin mën a doon jàlluwaay bu am solo ngir dëgëral li lëkkale wàll wii ak wàll wee.	قد تكون الحالة الميتافيزيقية مرحلة انتقالية مهمة لتعزيز الرابط بين هذا الجانب وذاك.	Et l’état métaphysique serait juste une phase de transition nécessaire pour assurer le pont de l’une à l’autre.	mafand	Senegalese News (MAFAND)
wo-ar-0984	Loolu gaañ na ma, ba àgg ci képp ku nekk ci mbooloo mi,	وقد أضر ذلك بي وصولا إلى جميع أعضاء الفريق؛	Cela m’a blessé, ainsi que toute l’équipe, car ces messages ont été intentionnellement divulgués aux médias, créant des interférences négatives avec le personnel, créant des doutes et des malentendus.	mafand	Senegalese News (MAFAND)
wo-ar-0224	Li tax ñu gën a jàppal tànk Senegaal, donte sax ci jamonoy mbas lañu nekk, dafay wone kóolute gu kuréeli koomi àdduna bi am ci liggéey bu njiitu réew mi Maki Sàll ci njàmbaarte gu mu def ci yokkute gi, ci pas-pas bi mu wone ci jëfandiku gi ñeel gafa réew mi, ak taxawaay bi mu am ci mbir bi.	فما جعلهم يساعدون السنغال، بغض النظر عن الأزمة الصحية، يدل على الثقة الكبيرة للسوق المالية الدولية في العمل والمجهود الذي يبذله الرئيس ماكي سال في التنمية، وفي إصراره لطريقة إنفاق مال الدولة، وموقفه تجاه الأمر.	Habib NDAO: Oser prendre plus de risques pour une survie des opérateurs financiersL’attraction pour les titres du Sénégal, dans un contexte de crise sanitaire, dénote une grande confiance du marché financier international dans les politiques publiques menées par Son Excellence Monsieur le Président de la République, au regard des performances économiques du Sénégal, en matière de croissance, de maîtrise du déficit budgétaire et de gestion proactive de la dette.,	mafand	Senegalese News (MAFAND)
wo-ar-0966	te loolu wuute naak Romains yiy doxal.	ويختلف هذا عن الروميين الذين يديرون.	Le Naples continue sa trajectoire négative et c’est le contraire pour les Romains qui enchaînent.	mafand	Senegalese News (MAFAND)
wo-ar-0734	Ci lim bi, gis nañu ci turu njool mii di Tàkko Faal ak Yusufa Faal mi nga xam ne bëgg-bëggam moo nekkoon réewum Farãas woo ko.	رأينا في القائمة اسمَ تاكو فال الطويل القامة ويوسوف فال الذي كانت نيته هي أن يتم دعوته من قبل فرنسا.	Dans cette liste on note la présence du longiligne joueur des celtics en (Nba) Tacko Fall, et la présence Youssoupha Fall, qui avait opté dans un premier temps de jouer pour la France.	mafand	Senegalese News (MAFAND)
wo-ar-0595	Gisuma ci lenn lu ñaaw, ëllëg, bu Senegaal awee yoon wu bokkul ak wu Móoritani wala Marog, wala yeneen.	لا أرى أي ضرر في المستقبل إذا اتبعت السنغال نهجا مغايرا عن موريتانيا أو المغرب أو غيرهما.	Je ne vois aucun mal, demain, si le Sénégal emprunte la même démarche à l’encontre de la Mauritanie ou du Maroc pour ne citer que ceux-là.	mafand	Senegalese News (MAFAND)
wo-ar-0855	dégg nañu ko, teg ci jàllale nañu ko, di xaar àttekat bi altine jii.	سمعناها وأبلغنا عنها وننتظر القاضي يوم الاثنين.	La malheureuse animatrice qui s’est, entre temps, et dés le lendemain, fendue de plates excuses, les larmes aux yeux, mettant en avant son expérience de dix ans comme une médaille de guerre et sa poularitude comme si cela constituait une circonstance atténuante, a été entendue puis placée en garde à vue en attendant de rencontrer le juge ce lundi.	mafand	Senegalese News (MAFAND)
wo-ar-0198	Njariñal PASTEEF mooy ñu gën di def ay ŋàññ yu amee solo nii te muy méngook seen gëm-gëm ak seen taxawaay.	تكمن أهمية PASTEF في تقديم المزيد من مثل هذه الانتقادات الهامة ذات الصلة بمبادئها السياسية والأيديولوجية.	PASTEF gagnerait toujours à susciter ce genre de critiques pertinentes de sa ligne politique et idéologique.	mafand	Senegalese News (MAFAND)
wo-ar-1213	Lile dafay firndeelaat ag ñàkk a xelu gu am ci anam wi ñu séddale dundu bi,	ويثبت هذا مرة أخرى عدم منطقية الظروف التي تم فيها توزيع الطعام،	Cette situation prouve encore l’impertinence du choix de la distribution de denrées à la place d’un transfert d’argent, qui aurait permis d’éviter des charges supplémentaires.	mafand	Senegalese News (MAFAND)
wo-ar-0512	Ndax dafa def xarit Sëriñ Mbàkke Njaay mi koy jañ ci def njuumte yu ki mu fi wuutu, mu di ko déey ay xalaat yu bon ?	هل يتخذ من سرين امباكي انجاي الذي يدفعه إلى تكرار أخطاء سلفه صديقا ليزرع في عقله أفكارا خبيثه؟	Prend-il pour ami Serigne Mbacke Ndiaye qui le pousse à répéter les erreurs de son prédécesseur en lui chuchotant des propositions aussi périlleuses ?	mafand	Senegalese News (MAFAND)
wo-ar-0218	ci misaal mën nañu koo delloo li mu def ci wàllu wér-gu-yaram, am na sañ-sañu fayeeku bés bu àllateretee. Lii nag bokkul yeneen xeeti dagg lempo yi nga xam ne dara dellusi ci moom.	فمثلا يمكن أن يُرد إليه ما يمكن إنفاقه لسداد النفقات الصحية، أو يحق له في الحصول على معاش تقاعدي، بخلاف الضرائب بكافة أنواعها التي تفرض دون تعويض.	Par cela, ils se distinguent des impositions de toutes natures en ce sens que celui qui a payé les cotisations dispose d'une contrepartie directe et individuelle, il a droit à une prestation d'assurance en retour, par exemple, le remboursement des dépenses de santé, le droit à une pension de retraite, à l'inverse des impositions de toute nature qui sont prélevées sans contrepartie.	mafand	Senegalese News (MAFAND)
wo-ar-0523	Ku am mbooloo la ci ñi ko sopp.	ويحظى بشعبية كبيرة لدى محبيه.	Populiste pour les moins réceptifs et les détracteurs, on dira populaire pour ceux qui sont tombés sous son charme.	mafand	Senegalese News (MAFAND)
wo-ar-0977	Noo ngi rafetlu jëfi jàppoo gi ñu nemmeeku fépp,	إننا نشيد بأعمال التضامن التي نشهدها في كل مكان،	Nous magnifions les actes de solidarités qui sont enregistrés un peu partout et appelons ainsi chaque Sénégalais à prêter main forte aux sinistrés dans la mesure de ses moyens et capacités.	mafand	Senegalese News (MAFAND)
wo-ar-1248	Ngan gi nga xam ne, seetlukat yi, ag defaruwaat ba jekk lañu ko jàppe, ñëw na ci jamono joo xam ne, xayma bi Këru xayma gii di (ANSD) def ci weer wi, wone na ne li réewum Siin di dugal ci xaalis ci réew mi moo ëpp fuuf li réewum Farãas di dugal ndax ci benn diggante bi, tus ba ñeen-fukk ak juróom,	تأتي هذه الزيارة التي يراها المراقبون بمثابة إعادة تشكيل الأمور في وقت تظهر لنا الإحصاءات التي قامت بها وكالة (ANSD) هذا الشهر أن حصة الصين من الاستثمارات في بلادنا أعلى بكثير من حصة فرنسا على مقياس من صفر إلى خمس وأربعين،	Cette visite, perçue par un bon nombre d’observateurs comme une mise au point, intervient dans un contexte où le dernier bulletin mensuel des statistiques économiques de l’Agence nationale de la statistique et de la démographique (ANSD) nous informe que la part chinoise dans les investissements productifs agréés dans notre pays est de loin à 44,6% sur une échelle de 0 à 45 par rapport à celle de la France qui se situe à 5,3% sur la même échelle.	mafand	Senegalese News (MAFAND)
wo-ar-0435	Ñu ngi fàttaliku ne njiitu PASTEF jógul woon ci di woo kilifay aada yi ak yu diine yi ñu dugal seen loxo ci càmmug jàmm ji ak déggoo bi ci réew mi, jaare ko ci seeni sañ-sañ ngir xirtal njiitu réew mi Maki Sàll mu dakkal sëqëtoo ak xeex ay wujj pólótigam.	نتذكر أن زعيم حزب باستيف لم يتوقف يوما عن دعوة السلطات العرفية والدينية للتدخل من أجل الحفاظ على السلام والوئام في البلاد، وذلك من خلال استغلال نفوذهم لحمل الرئيس ماكي سال على وضع حد للهجوم على خصومه السياسيين ومحاربتهم.	Nous nous souvenons que le leader du PASTEF n’avait cessé d’appeler les autorités coutumières et religieuses à intervenir pour la préservation de la paix et de la concorde dans le pays, en usant de leur influence pour amener le Président Macky Sall à mettre fin à cet acharnement systématisé contre ses adversaires politiques.	mafand	Senegalese News (MAFAND)
wo-ar-1001	Ñun ñépp, nanu àndandoo wote ngir génne fi jalgati yoon,	لنصوت جميعا معا للتخلص من الظلم،	A tous votez massivement pour faire partir l'injustice, les complots, la dynastie faye sall dont aucune consideration pour le peuple	mafand	Senegalese News (MAFAND)
wo-ar-0672	Sañ ngeen a wax tay jii ne xaalis bi ngeen dugal ci ndimbalu dund gi tollu na ci juróom-benn-fukk???	أيجدر بكم اليوم أن تقولوا أن المبلغ الذي أنفقتموه على المساعدات الغذائية بلغ ستين ؟؟؟	Par ailleurs, vous osez dire qu’à ce jour le montant global de toutes les dépenses effectuées dans le cadre de l’aide alimentaire s’élève à 60.	mafand	Senegalese News (MAFAND)
wo-ar-0741	Njiitu bokk-moomeel bu Cees mu ngi ci jiixa-jaaxa.	رئيس بلدية تياس في حالة اضطراب.	Le maire de la ville de Thiès est dans la tourmente.	mafand	Senegalese News (MAFAND)
wo-ar-0211	looloo tax jot na léegi léegi ñu sumb waxtaan.	ولهذا السبب حان الوقت وبسرعة لعقد المؤتمر.	Ce chantier nécessite une politique préventive, curative et répressive efficace, d’où l’urgence de tenir des assises.	mafand	Senegalese News (MAFAND)
wo-ar-0477	Joxe sag jot ak sa doole ngir indi, saa bu ware, lu ñu xalaat ne moo gën ci askan wi.	امنح وقتك وطاقتك من أجل تقديم شيء يعتقدون أنه الأفضل للمجتمع عند الحاجة.	Donner de son temps et de son énergie afin d’apporter quand il faut quelque chose qu’on pense meilleur pour la communauté.	mafand	Senegalese News (MAFAND)
wo-ar-1141	Li am mooy, ab jaay-doole la bu ñu jëfandikoo dooley nguur ba pare def ko	ما حدث كان بالقوة وتم تنفيذه باستغلال سلطة الدولة	Il s’agissait, en fait, d’un coup de force conduit avec les moyens et les institutions de l’Etat, en totale violation des lois de notre République.	mafand	Senegalese News (MAFAND)
wo-ar-1200	Soxna si, xaaral mu jël say kayit.	سيدتي، عليك الانتظار حتى يأخذ ملفك.	Madame il faut attendre qu’ils récupèrent votre dossier.	mafand	Senegalese News (MAFAND)
